,image,genre
213,"[[[255 252 247]
  [255 252 247]
  [255 253 247]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 252 249]
  [255 252 249]
  [255 253 249]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 253]
  [255 255 253]
  [255 255 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 251 252]
  [255 251 252]
  [255 251 252]
  ...
  [255 253 254]
  [255 253 254]
  [255 253 254]]

 [[255 254 255]
  [255 254 255]
  [255 254 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
214,"[[[ 10  29  36]
  [ 11  30  37]
  [ 12  31  38]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 12  31  38]
  [ 13  32  39]
  [ 14  33  40]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 15  34  41]
  [ 16  35  42]
  [ 18  37  44]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
215,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[251 251 251]
  [251 251 251]
  [251 251 251]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[254 255 255]
  [252 255 255]
  [254 255 255]
  ...
  [255 253 254]
  [255 253 254]
  [255 253 254]]

 [[255 255 255]
  [254 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 254 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
216,"[[[197 187 175]
  [213 205 194]
  [167 160 150]
  ...
  [ 69  49  40]
  [ 67  47  38]
  [ 65  45  36]]

 [[250 240 228]
  [181 173 162]
  [201 194 184]
  ...
  [ 63  43  34]
  [ 66  46  39]
  [ 68  48  39]]

 [[220 210 200]
  [243 235 224]
  [191 184 174]
  ...
  [ 65  45  38]
  [ 70  49  44]
  [ 75  55  48]]

 ...

 [[243 175  14]
  [244 176  15]
  [249 176  19]
  ...
  [  4   0   0]
  [  4   0   0]
  [  2   1   0]]

 [[251 182  17]
  [253 181  17]
  [255 180  17]
  ...
  [  1   0   0]
  [  1   0   0]
  [  0   0   0]]

 [[251 182  16]
  [253 182  16]
  [255 180  16]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",action
217,"[[[13 35 84]
  [13 35 84]
  [13 35 84]
  ...
  [25 62 89]
  [23 60 89]
  [21 58 87]]

 [[13 35 84]
  [13 35 84]
  [14 36 85]
  ...
  [26 63 90]
  [23 60 89]
  [21 58 87]]

 [[12 36 84]
  [13 37 85]
  [13 37 85]
  ...
  [26 63 90]
  [24 61 90]
  [22 59 88]]

 ...

 [[16  0  1]
  [14  0  0]
  [10  1  0]
  ...
  [ 9  0  0]
  [ 9  0  0]
  [ 9  0  0]]

 [[10  0  0]
  [10  0  0]
  [ 9  0  0]
  ...
  [ 9  0  0]
  [ 9  0  0]
  [ 9  0  0]]

 [[ 9  0  0]
  [ 9  0  0]
  [ 9  0  0]
  ...
  [ 9  0  0]
  [ 9  0  0]
  [ 9  0  0]]]",action
218,"[[[146 146  56]
  [146 146  56]
  [146 146  56]
  ...
  [ 38 112 121]
  [ 38 112 121]
  [ 38 112 121]]

 [[146 146  56]
  [146 146  56]
  [146 146  56]
  ...
  [ 38 112 121]
  [ 38 112 121]
  [ 38 112 121]]

 [[146 146  56]
  [146 146  56]
  [146 146  56]
  ...
  [ 38 112 121]
  [ 38 112 121]
  [ 38 112 121]]

 ...

 [[  5   1  16]
  [  5   1  16]
  [  5   1  16]
  ...
  [  5   1  16]
  [  5   1  16]
  [  5   1  16]]

 [[  5   1  16]
  [  5   1  16]
  [  5   1  16]
  ...
  [  5   1  16]
  [  5   1  16]
  [  5   1  16]]

 [[  5   1  16]
  [  5   1  16]
  [  5   1  16]
  ...
  [  5   1  16]
  [  5   1  16]
  [  5   1  16]]]",action
219,"[[[190 177 158]
  [191 178 159]
  [191 178 162]
  ...
  [134 157 189]
  [137 157 190]
  [138 158 191]]

 [[194 181 162]
  [195 182 163]
  [195 182 166]
  ...
  [134 157 189]
  [137 157 190]
  [138 158 191]]

 [[201 188 169]
  [201 188 169]
  [202 189 173]
  ...
  [134 157 189]
  [137 157 190]
  [138 158 191]]

 ...

 [[ 57  57  67]
  [ 57  57  67]
  [ 56  56  66]
  ...
  [ 35  30  34]
  [ 36  30  34]
  [ 35  30  34]]

 [[ 52  52  62]
  [ 57  57  67]
  [ 60  60  70]
  ...
  [ 39  37  40]
  [ 41  36  40]
  [ 38  36  39]]

 [[ 52  52  62]
  [ 57  57  67]
  [ 60  60  70]
  ...
  [ 39  37  40]
  [ 39  37  40]
  [ 38  36  39]]]",action
220,"[[[197 216 220]
  [197 216 220]
  [197 216 220]
  ...
  [206 224 228]
  [208 226 230]
  [210 228 232]]

 [[197 216 220]
  [197 216 220]
  [197 216 220]
  ...
  [204 222 226]
  [206 224 228]
  [208 226 230]]

 [[199 217 219]
  [199 217 219]
  [199 217 219]
  ...
  [202 220 224]
  [204 222 226]
  [205 223 227]]

 ...

 [[  0   2  19]
  [  9  25  41]
  [ 22  38  54]
  ...
  [  0  16  33]
  [ 37  63  78]
  [ 74 100 115]]

 [[  0   6  22]
  [ 25  38  54]
  [  6  24  38]
  ...
  [ 10  34  46]
  [ 13  33  44]
  [  3  23  32]]

 [[  0   6  23]
  [ 24  36  52]
  [  7  25  39]
  ...
  [ 11  33  44]
  [ 14  33  40]
  [  5  22  29]]]",action
221,"[[[ 21  67  90]
  [ 16  62  85]
  [ 11  57  80]
  ...
  [ 48 115 144]
  [ 47 114 143]
  [ 49 116 145]]

 [[ 25  71  94]
  [ 23  69  92]
  [ 21  67  90]
  ...
  [ 40 107 136]
  [ 39 106 135]
  [ 41 108 137]]

 [[ 15  63  85]
  [ 18  66  88]
  [ 19  67  89]
  ...
  [ 44 111 140]
  [ 44 111 140]
  [ 45 112 141]]

 ...

 [[ 78  38  38]
  [ 66  28  27]
  [ 71  31  31]
  ...
  [ 35  17  15]
  [ 20   2   0]
  [ 14   0   0]]

 [[ 73  35  34]
  [ 62  27  25]
  [ 65  27  26]
  ...
  [ 44  24  25]
  [ 20   0   1]
  [ 19   0   0]]

 [[ 74  39  37]
  [ 68  33  31]
  [ 66  31  29]
  ...
  [ 22   0   2]
  [ 15   0   0]
  [ 28   6   8]]]",action
222,"[[[255 255 250]
  [255 255 250]
  [255 255 250]
  ...
  [254 254 246]
  [254 254 246]
  [254 254 246]]

 [[252 254 249]
  [252 254 249]
  [252 254 249]
  ...
  [254 255 250]
  [254 255 251]
  [254 255 250]]

 [[251 255 255]
  [251 255 255]
  [251 255 255]
  ...
  [244 253 250]
  [244 253 252]
  [244 253 250]]

 ...

 [[254 255 255]
  [254 255 255]
  [254 255 255]
  ...
  [255 255 253]
  [255 255 253]
  [255 255 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
223,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
224,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 4 6]
  [3 4 6]
  [3 4 6]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 4 6]
  [3 4 6]
  [3 4 6]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [3 4 6]
  [3 4 6]
  [3 4 6]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",action
225,"[[[ 2  0 11]
  [ 3  1 12]
  [ 4  2 13]
  ...
  [14  8 44]
  [14  8 44]
  [14  8 44]]

 [[ 3  1 12]
  [ 3  1 12]
  [ 4  2 13]
  ...
  [13  7 43]
  [13  7 43]
  [13  7 43]]

 [[ 4  2 13]
  [ 4  2 13]
  [ 5  3 16]
  ...
  [12  6 42]
  [12  6 42]
  [12  6 42]]

 ...

 [[22 12 13]
  [22 12 11]
  [22 12 13]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 20 24]
  [29 19 20]
  [27 16 20]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 20 24]
  [29 18 22]
  [27 16 20]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",action
226,"[[[ 32 107 100]
  [ 32 107 100]
  [ 32 107 100]
  ...
  [130  40  13]
  [131  40  13]
  [131  40  13]]

 [[ 32 107 100]
  [ 32 107 100]
  [ 32 107 100]
  ...
  [130  40  13]
  [131  40  13]
  [131  40  13]]

 [[ 32 107 100]
  [ 32 107 100]
  [ 32 107 100]
  ...
  [130  40  13]
  [131  40  13]
  [133  39  13]]

 ...

 [[ 31  40  35]
  [ 29  40  32]
  [ 31  40  35]
  ...
  [ 22  22  24]
  [ 22  22  24]
  [ 22  22  24]]

 [[ 44  55  51]
  [ 45  58  51]
  [ 35  46  42]
  ...
  [ 23  23  25]
  [ 23  23  25]
  [ 22  22  24]]

 [[ 41  53  49]
  [ 43  55  51]
  [ 32  44  40]
  ...
  [ 23  23  25]
  [ 23  23  25]
  [ 22  22  24]]]",action
227,"[[[ 56  79  97]
  [ 56  79  97]
  [ 55  78  96]
  ...
  [ 63  73  82]
  [ 63  73  82]
  [ 63  73  82]]

 [[ 56  79  97]
  [ 56  79  97]
  [ 55  78  96]
  ...
  [ 63  73  82]
  [ 63  73  82]
  [ 63  73  82]]

 [[ 55  80 100]
  [ 55  80 100]
  [ 54  79  99]
  ...
  [ 61  74  83]
  [ 61  74  83]
  [ 61  74  83]]

 ...

 [[  2   2   0]
  [  2   2   0]
  [  2   2   0]
  ...
  [  6   7   2]
  [  6   7   2]
  [  6   7   2]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  5   5   3]
  [  4   4   2]
  [  3   3   1]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  5   5   3]
  [  4   4   2]
  [  3   3   1]]]",action
228,"[[[11 17 29]
  [10 16 28]
  [ 8 14 26]
  ...
  [ 3  9 23]
  [ 3  9 23]
  [ 3  9 23]]

 [[12 18 30]
  [10 16 28]
  [ 8 14 26]
  ...
  [ 3  9 23]
  [ 3  9 23]
  [ 3  9 23]]

 [[11 19 30]
  [10 18 29]
  [ 7 15 26]
  ...
  [ 3  9 23]
  [ 3  9 23]
  [ 3  9 23]]

 ...

 [[ 2  1  7]
  [ 1  2  7]
  [ 2  1  7]
  ...
  [ 2  0  5]
  [ 2  0  5]
  [ 4  0  5]]

 [[ 1  2  7]
  [ 0  2  7]
  [ 1  2  7]
  ...
  [ 2  0  6]
  [ 2  0  6]
  [ 2  0  6]]

 [[ 0  2  7]
  [ 0  2  7]
  [ 0  2  7]
  ...
  [ 2  0  6]
  [ 2  0  6]
  [ 2  0  6]]]",action
229,"[[[142   4 162]
  [180  42 198]
  [180  42 198]
  ...
  [180  59 226]
  [130   7 176]
  [176  53 222]]

 [[149  11 167]
  [126   0 144]
  [152  14 169]
  ...
  [202  81 248]
  [107   0 153]
  [176  53 222]]

 [[136   0 151]
  [139   2 154]
  [141   4 154]
  ...
  [162  39 207]
  [208  82 252]
  [151  25 195]]

 ...

 [[ 98  30 107]
  [ 91  24 101]
  [ 88  20  97]
  ...
  [ 85  19  90]
  [ 86  18  91]
  [ 87  19  92]]

 [[124  51 143]
  [ 68   0  87]
  [109  36 125]
  ...
  [ 84  18  89]
  [ 86  18  91]
  [ 88  20  93]]

 [[141  67 166]
  [ 94  20 117]
  [132  58 153]
  ...
  [ 82  19  89]
  [ 86  18  91]
  [ 88  20  93]]]",action
230,"[[[ 28  34  48]
  [ 25  31  45]
  [ 20  26  40]
  ...
  [ 31  45  56]
  [ 41  55  66]
  [ 48  62  73]]

 [[ 26  32  46]
  [ 23  29  43]
  [ 19  25  39]
  ...
  [ 30  44  55]
  [ 38  52  63]
  [ 45  59  70]]

 [[ 22  28  42]
  [ 20  26  40]
  [ 18  24  38]
  ...
  [ 27  41  52]
  [ 35  49  60]
  [ 40  54  65]]

 ...

 [[ 44  46  45]
  [ 18  20  19]
  [ 31  33  32]
  ...
  [ 80  86  84]
  [ 67  73  73]
  [ 27  33  33]]

 [[ 59  61  58]
  [110 112 109]
  [ 56  58  55]
  ...
  [ 33  37  36]
  [ 68  72  73]
  [ 67  71  72]]

 [[ 25  27  22]
  [ 86  88  83]
  [ 48  50  47]
  ...
  [ 35  37  36]
  [ 68  72  73]
  [ 67  71  72]]]",action
231,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 29  33  94]
  [ 26  29  96]
  [ 25  28  99]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 44  49 104]
  [ 45  46 110]
  [ 43  47 111]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 50  54 101]
  [ 53  55 106]
  [ 54  57 112]]

 ...

 [[168 163 157]
  [146 141 135]
  [163 158 152]
  ...
  [ 73  74  76]
  [ 70  71  73]
  [ 35  36  38]]

 [[161 156 150]
  [153 148 142]
  [158 153 147]
  ...
  [ 16  18  17]
  [ 51  53  52]
  [ 54  56  55]]

 [[161 156 150]
  [153 148 142]
  [158 153 147]
  ...
  [ 36  38  37]
  [ 73  75  74]
  [ 67  69  68]]]",action
232,"[[[38 44 58]
  [ 0  0 14]
  [14 20 36]
  ...
  [16 18 30]
  [11 15 27]
  [ 6 10 22]]

 [[28 34 48]
  [ 0  0 14]
  [ 8 14 30]
  ...
  [14 16 28]
  [ 9 13 25]
  [ 5  9 21]]

 [[16 22 34]
  [ 5 11 25]
  [ 2  8 24]
  ...
  [11 13 25]
  [ 6 10 22]
  [ 3  7 19]]

 ...

 [[ 3  7 19]
  [ 0  6 18]
  [ 1  5 17]
  ...
  [ 0  4 15]
  [ 0  4 15]
  [ 1  5 16]]

 [[ 8 10 23]
  [ 2  6 18]
  [ 0  2 15]
  ...
  [ 1  3 15]
  [ 1  3 15]
  [ 1  3 15]]

 [[ 8 10 23]
  [ 3  5 18]
  [ 0  2 15]
  ...
  [ 1  3 15]
  [ 1  3 15]
  [ 1  3 15]]]",action
233,"[[[235 219 157]
  [236 220 158]
  [239 223 164]
  ...
  [112 111  67]
  [113 110  67]
  [114 111  68]]

 [[235 219 157]
  [237 221 161]
  [240 224 165]
  ...
  [112 111  67]
  [113 110  67]
  [114 111  68]]

 [[237 221 161]
  [238 222 162]
  [241 225 166]
  ...
  [114 111  68]
  [114 111  68]
  [114 111  68]]

 ...

 [[ 11  11   9]
  [ 12  13   8]
  [ 71  71  69]
  ...
  [ 25  30  24]
  [ 25  27  24]
  [ 21  26  20]]

 [[ 12  13   8]
  [ 27  28  22]
  [ 73  74  69]
  ...
  [ 18  25  17]
  [ 27  32  26]
  [ 31  38  30]]

 [[  0   1   0]
  [  0   1   0]
  [ 31  32  26]
  ...
  [ 18  25  17]
  [ 26  33  25]
  [ 31  38  30]]]",action
234,"[[[ 23  17  19]
  [ 10   6   7]
  [ 12   8   9]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]]

 [[ 17  11  13]
  [  4   0   1]
  [  4   2   3]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[ 13   9   8]
  [  3   0   0]
  [  1   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[245 247 246]
  [179 181 180]
  [147 149 148]
  ...
  [ 57  71  84]
  [ 47  61  74]
  [ 46  60  73]]

 [[ 55  59  58]
  [ 95  99  98]
  [177 181 180]
  ...
  [ 80  93 102]
  [  5  17  29]
  [ 78  90 102]]

 [[ 97 103 101]
  [104 110 108]
  [128 132 131]
  ...
  [ 82  92 101]
  [  5  18  27]
  [ 78  91 100]]]",action
235,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[125 125 125]
  [113 113 111]
  [117 117 117]
  ...
  [116 116 114]
  [115 115 113]
  [115 115 113]]

 [[129 129 127]
  [122 123 118]
  [130 130 128]
  ...
  [115 115 113]
  [117 117 115]
  [119 119 117]]

 [[127 128 123]
  [120 121 116]
  [128 129 124]
  ...
  [ 99  99  97]
  [101 101  99]
  [103 103 101]]]",action
236,"[[[243 240 159]
  [243 240 159]
  [243 240 159]
  ...
  [234 221 117]
  [234 221 117]
  [234 221 117]]

 [[243 240 159]
  [243 241 158]
  [243 240 159]
  ...
  [234 221 117]
  [234 221 117]
  [234 221 117]]

 [[243 241 158]
  [243 241 156]
  [243 241 158]
  ...
  [234 221 117]
  [234 221 117]
  [234 221 117]]

 ...

 [[ 46  43  28]
  [ 46  43  28]
  [ 46  43  28]
  ...
  [ 47  48  30]
  [ 47  48  30]
  [ 46  49  30]]

 [[ 46  42  30]
  [ 46  42  30]
  [ 46  42  30]
  ...
  [ 51  49  34]
  [ 51  49  34]
  [ 49  50  34]]

 [[ 46  42  30]
  [ 46  42  30]
  [ 46  42  30]
  ...
  [ 52  49  34]
  [ 51  49  34]
  [ 51  49  34]]]",action
237,"[[[161 204 159]
  [162 205 160]
  [163 206 161]
  ...
  [155 198 153]
  [155 198 153]
  [154 197 152]]

 [[157 200 155]
  [159 202 157]
  [161 204 159]
  ...
  [156 199 154]
  [156 199 154]
  [155 198 153]]

 [[152 195 150]
  [155 198 153]
  [159 202 157]
  ...
  [158 201 156]
  [157 200 155]
  [157 200 155]]

 ...

 [[ 64 135  75]
  [ 64 135  75]
  [ 64 135  75]
  ...
  [ 62 133  73]
  [ 62 133  73]
  [ 62 133  73]]

 [[ 61 132  72]
  [ 66 137  77]
  [ 64 135  75]
  ...
  [ 63 134  74]
  [ 63 134  74]
  [ 63 134  74]]

 [[ 61 132  72]
  [ 66 137  77]
  [ 64 135  75]
  ...
  [ 63 134  74]
  [ 63 134  74]
  [ 63 134  74]]]",action
238,"[[[241 255 215]
  [248 255 234]
  [235 245 246]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 253 200]
  [255 252 214]
  [255 255 243]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[248 210 135]
  [204 164 102]
  [198 158 122]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[255 253 243]
  [255 253 243]
  [255 253 243]
  ...
  [255 254 242]
  [255 253 244]
  [255 254 242]]

 [[255 255 250]
  [255 255 250]
  [255 255 250]
  ...
  [255 255 250]
  [255 255 251]
  [255 255 250]]

 [[255 255 253]
  [255 255 253]
  [255 255 253]
  ...
  [255 255 253]
  [255 255 253]
  [255 255 253]]]",action
239,"[[[ 40  68  92]
  [ 40  68  92]
  [ 40  68  92]
  ...
  [ 17  64  82]
  [ 18  63  82]
  [ 18  63  82]]

 [[ 40  68  92]
  [ 40  68  92]
  [ 40  68  92]
  ...
  [ 17  64  82]
  [ 18  63  82]
  [ 18  63  82]]

 [[ 40  68  92]
  [ 40  68  92]
  [ 40  68  92]
  ...
  [ 17  64  82]
  [ 18  63  82]
  [ 18  63  82]]

 ...

 [[ 33  59  72]
  [ 34  60  73]
  [ 14  40  53]
  ...
  [234 239 245]
  [234 238 247]
  [234 239 245]]

 [[ 39  62  76]
  [ 73  96 110]
  [ 88 111 125]
  ...
  [226 234 237]
  [227 234 240]
  [228 236 239]]

 [[ 80 103 117]
  [ 71  94 108]
  [ 48  71  85]
  ...
  [226 234 237]
  [227 235 238]
  [228 236 239]]]",action
240,"[[[28  7  6]
  [28  7  6]
  [28  7  6]
  ...
  [ 2  1  0]
  [ 1  1  1]
  [ 1  1  1]]

 [[28  7  6]
  [28  7  6]
  [28  7  6]
  ...
  [ 2  1  0]
  [ 1  1  1]
  [ 1  1  1]]

 [[28  7  6]
  [28  7  6]
  [28  7  6]
  ...
  [ 2  1  0]
  [ 1  1  1]
  [ 0  2  1]]

 ...

 [[47  0  0]
  [46  0  0]
  [47  3  2]
  ...
  [25  1  1]
  [26  0  1]
  [25  1  1]]

 [[46  2  1]
  [46  2  1]
  [44  3  1]
  ...
  [27  1  2]
  [29  0  2]
  [27  1  2]]

 [[44  3  1]
  [44  3  1]
  [44  3  1]
  ...
  [29  0  2]
  [29  0  2]
  [29  0  2]]]",action
241,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
242,"[[[254 255 251]
  [254 255 251]
  [254 255 251]
  ...
  [255 253 254]
  [255 254 252]
  [255 254 252]]

 [[254 255 251]
  [254 255 251]
  [254 255 251]
  ...
  [253 252 250]
  [253 252 250]
  [253 252 250]]

 [[255 255 253]
  [255 255 253]
  [255 255 253]
  ...
  [255 255 253]
  [255 255 253]
  [255 255 251]]

 ...

 [[253 253 251]
  [253 253 251]
  [253 253 251]
  ...
  [253 252 248]
  [253 252 250]
  [254 253 249]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 253]
  [255 255 255]
  [255 255 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
243,"[[[103 143 153]
  [114 154 164]
  [116 156 166]
  ...
  [147 190 197]
  [138 181 188]
  [132 175 182]]

 [[100 140 150]
  [103 143 153]
  [111 151 161]
  ...
  [151 194 201]
  [149 192 199]
  [134 177 184]]

 [[103 143 153]
  [ 94 134 144]
  [104 144 154]
  ...
  [158 201 208]
  [164 207 214]
  [145 188 195]]

 ...

 [[128 161 170]
  [130 163 170]
  [133 166 175]
  ...
  [  1  21  45]
  [  1  21  45]
  [  1  21  45]]

 [[138 172 182]
  [123 157 166]
  [118 152 162]
  ...
  [  1  19  43]
  [  2  20  44]
  [  3  21  45]]

 [[138 172 182]
  [123 157 167]
  [118 152 162]
  ...
  [  1  19  43]
  [  2  20  44]
  [  3  21  45]]]",action
244,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[254 254 255]
  [254 254 255]
  [254 254 255]
  ...
  [252 253 255]
  [252 253 255]
  [252 253 255]]

 [[254 253 255]
  [254 253 255]
  [254 253 255]
  ...
  [252 255 255]
  [252 255 255]
  [252 255 255]]

 ...

 [[254 255 253]
  [254 255 253]
  [254 255 253]
  ...
  [251 255 255]
  [251 255 255]
  [251 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 255]
  [254 255 255]
  [254 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",action
245,"[[[ 1 43 81]
  [ 1 43 81]
  [ 2 44 82]
  ...
  [13  0  0]
  [12  0  0]
  [ 9  0  0]]

 [[ 1 43 81]
  [ 1 43 81]
  [ 2 44 82]
  ...
  [15  1  1]
  [12  0  0]
  [11  0  0]]

 [[ 1 43 81]
  [ 2 44 82]
  [ 3 45 83]
  ...
  [16  2  2]
  [14  2  2]
  [14  2  2]]

 ...

 [[54 22 27]
  [65 34 39]
  [43 14 18]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[58 28 30]
  [36  6  8]
  [29  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[58 28 30]
  [35  6  8]
  [29  0  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",action
246,"[[[203 225 238]
  [205 227 240]
  [208 230 243]
  ...
  [180 221 243]
  [178 220 242]
  [177 219 241]]

 [[204 226 239]
  [207 229 242]
  [210 232 245]
  ...
  [182 223 245]
  [180 222 244]
  [179 221 243]]

 [[207 229 242]
  [209 231 244]
  [212 234 247]
  ...
  [184 225 247]
  [183 224 246]
  [182 223 245]]

 ...

 [[ 73  62  56]
  [ 54  42  30]
  [ 44  27   7]
  ...
  [105 100  71]
  [107 103  76]
  [108 104  77]]

 [[ 58  44  33]
  [ 55  41  28]
  [ 71  56  37]
  ...
  [ 92  87  57]
  [ 89  85  56]
  [ 89  85  56]]

 [[ 60  44  31]
  [ 57  41  26]
  [ 71  56  37]
  ...
  [ 92  87  55]
  [ 89  85  56]
  [ 89  85  56]]]",action
247,"[[[27 45 57]
  [21 39 51]
  [16 34 46]
  ...
  [18 37 43]
  [18 37 43]
  [17 36 42]]

 [[37 55 67]
  [30 48 60]
  [25 43 55]
  ...
  [21 40 46]
  [20 39 45]
  [19 38 44]]

 [[45 63 75]
  [40 58 70]
  [34 52 64]
  ...
  [25 44 51]
  [23 42 49]
  [21 40 47]]

 ...

 [[24 24 26]
  [ 4  4  6]
  [ 0  0  2]
  ...
  [ 1  0  5]
  [ 1  0  6]
  [ 1  0  5]]

 [[23 23 25]
  [ 3  3  5]
  [ 0  0  2]
  ...
  [ 1  1  3]
  [ 1  0  5]
  [ 1  1  3]]

 [[23 23 25]
  [ 3  3  5]
  [ 0  0  2]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  1  3]]]",action
